conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,opened_at,full_text_formal,full_text_formal_stop,full_text_formal_stop_stanza,full_text_formal_stop_stem,sentiment_result,sentiment,sentiment_score
1851248060539822404,Tue Oct 29 13:01:46 +0000 2024,23,akhirnya cat dikasih juga kode nya. absen terakhir sebelum tahap,1851248060539822404,https://pbs.twimg.com/media/GbDzpxia8AAeHnK.jpg,,in,,0,2,2,https://x.com/SedapTimon/status/1851248060539822404,1449297515426156552,SedapTimon,2024-12-06 16:30:44.672336,akhirnya cat dikasih juga kode nya. absen terakhir sebelum tahap,akhirnya cat dikasih kode absen tahap,cat kasih kode absen tahap,akhir cat kasih kode absen tahap,"{'label': 'neutral', 'score': 0.9541471600532532}",neutral,0.9541471600532532
1851104556740182288,Tue Oct 29 03:31:32 +0000 2024,0,special friends mari belajar bahasa sunda dari jawa barat!,1851104556740182288,https://pbs.twimg.com/ext_tw_video_thumb/1851104265579991040/pu/img/amSfRJz8abQs8fgi.jpg,,in,Jakarta Timur,0,0,0,https://x.com/specialearn/status/1851104556740182288,1835703503886671872,specialearn,2024-12-06 16:30:44.672336,special friends mari belajar bahasa sunda dari jawa barat!,special friends mari belajar bahasa sunda jawa barat!,special friends mari belajar bahasa sunda jawa barat !,special friends mari ajar bahasa sunda jawa barat,"{'label': 'neutral', 'score': 0.8725613951683044}",neutral,0.8725613951683044
1851096223438327897,Tue Oct 29 02:58:26 +0000 2024,0,pelaksanaan asesmen minat bakat sesi selasa oktober,1851096223438327897,https://pbs.twimg.com/media/GbBqNCsbsAA-7W0.jpg,,in,,0,0,0,https://x.com/smkspepabriblk/status/1851096223438327897,1830575724430049280,smkspepabriblk,2024-12-06 16:30:44.672336,pelaksanaan asesmen minat bakat sesi selasa oktober,pelaksanaan asesmen minat bakat sesi selasa oktober,laksana asesmen minat bakat sesi selasa oktober,laksana asesmen minat bakat sesi selasa oktober,"{'label': 'neutral', 'score': 0.9960230588912964}",neutral,0.9960230588912964
1850825897428853076,Mon Oct 28 09:04:15 +0000 2024,0,sholat dzuhur senin oktober,1850825897428853076,https://pbs.twimg.com/media/Ga90WD4bMAAlHwv.jpg,,in,,0,0,0,https://x.com/smkspepabriblk/status/1850825897428853076,1830575724430049280,smkspepabriblk,2024-12-06 16:30:44.672336,sholat zuhursenin oktober,sholat zuhursenin oktober,sholat zuhursenin oktober,sholat zuhursenin oktober,"{'label': 'neutral', 'score': 0.6878746151924133}",neutral,0.6878746151924133
1850825839228903627,Mon Oct 28 09:04:01 +0000 2024,0,berwudhu senin oktober,1850825839228903627,https://pbs.twimg.com/media/Ga90SoSbMAAE2LK.jpg,,in,,0,0,0,https://x.com/smkspepabriblk/status/1850825839228903627,1830575724430049280,smkspepabriblk,2024-12-06 16:30:44.672336,berwudhu senin oktober,berwudhu senin oktober,berwudhu senin oktober,berwudhu senin oktober,"{'label': 'neutral', 'score': 0.8196101784706116}",neutral,0.8196101784706116
1850825598329090203,Mon Oct 28 09:03:03 +0000 2024,0,sholat dhuha senin oktober,1850825598329090203,https://pbs.twimg.com/media/Ga90EjZaIAAAQh1.jpg,,in,,0,0,0,https://x.com/smkspepabriblk/status/1850825598329090203,1830575724430049280,smkspepabriblk,2024-12-06 16:30:44.672336,sholat duhasenin oktober,sholat duhasenin oktober,sholat duhasenin oktober,sholat duhasenin oktober,"{'label': 'positive', 'score': 0.7041510939598083}",positive,0.7041510939598083
1850825485900791905,Mon Oct 28 09:02:37 +0000 2024,0,peduli lingkungan senin oktober,1850825485900791905,https://pbs.twimg.com/media/Ga9z-HubcAAcorh.jpg,,in,,0,0,0,https://x.com/smkspepabriblk/status/1850825485900791905,1830575724430049280,smkspepabriblk,2024-12-06 16:30:44.672336,peduli lingkungan senin oktober,peduli lingkungan senin oktober,peduli lingkung senin oktober,peduli lingkung senin oktober,"{'label': 'positive', 'score': 0.9754158854484558}",positive,0.9754158854484558
1850776786151637438,Mon Oct 28 05:49:06 +0000 2024,0,special friends belajar bahasa inggris untuk era global!,1850776786151637438,https://pbs.twimg.com/ext_tw_video_thumb/1850776528487165952/pu/img/JcP7sRV_8HNGuwOP.jpg,,in,Jakarta Timur,0,0,0,https://x.com/specialearn/status/1850776786151637438,1835703503886671872,specialearn,2024-12-06 16:30:44.672336,special friends belajar bahasa inggris untuk era global!,special friends belajar bahasa inggris era global!,special friends belajar bahasa inggris era global !,special friends ajar bahasa inggris era global,"{'label': 'neutral', 'score': 0.5603641867637634}",neutral,0.5603641867637634
1850449355867832456,Sun Oct 27 08:08:00 +0000 2024,0,special friends ekspresikan kreativitasmu dalam seni budaya!,1850449355867832456,https://pbs.twimg.com/ext_tw_video_thumb/1850449047796228096/pu/img/xEEdOEmruGGIWJpV.jpg,,in,Jakarta Timur,0,0,0,https://x.com/specialearn/status/1850449355867832456,1835703503886671872,specialearn,2024-12-06 16:30:44.672336,special friends ekspresikan kreativitasmu dalam seni budaya!,special friends ekspresikan kreativitasmu seni budaya!,special friends spresi kreativitas seni budaya !,special friends ekspresi kreativitas seni budaya,"{'label': 'positive', 'score': 0.7002038955688477}",positive,0.7002038955688477
1850106773174403236,Sat Oct 26 09:26:42 +0000 2024,0,special friends mari pahami nilai-nilai dasar bangsa dengan pendidikan pancasila!,1850106773174403236,https://pbs.twimg.com/ext_tw_video_thumb/1850106551102767104/pu/img/eFV9n2BNOfYk07kG.jpg,,in,Jakarta Timur,0,0,0,https://x.com/specialearn/status/1850106773174403236,1835703503886671872,specialearn,2024-12-06 16:30:44.672336,special friends mari pahami nilai-nilai dasar bangsa dengan pendidikan pancasila!,special friends mari pahami nilai-nilai dasar bangsa pendidikan pancasila!,special friends mari pahami nilai dasar bangsa didik pancasila !,special friends mari paham nilai dasar bangsa didik pancasila,"{'label': 'neutral', 'score': 0.6167463064193726}",neutral,0.6167463064193726
1850088805942087733,Sat Oct 26 08:15:18 +0000 2024,13,kira-kira bagaimana ya pendapat murid sama mengenai kurikulum merdeka?? yuk tonton videonya sampai selesai!,1850088805942087733,https://pbs.twimg.com/ext_tw_video_thumb/1850088662052257792/pu/img/xsYy1EThivqTlR3J.jpg,,in,,0,0,2,https://x.com/educology_id/status/1850088805942087733,1112818225,educology_id,2024-12-06 16:30:44.672336,kira-kira bagaimana ya pendapat murid sama mengenai kurikulum merdeka?? yuk tonton videonya sampai selesai!,kira-pendapat murid kurikulum merdeka?? tonton videonya selesai!,murid ? ? tonton video selesai !,kira-pendapat murid kurikulum merdeka tonton video selesai,"{'label': 'neutral', 'score': 0.5659201741218567}",neutral,0.5659201741218567
1850059196689154396,Sat Oct 26 06:17:39 +0000 2024,0,zonasi un dan kurikulum merdeka dikaji disdik siap tunggu arahan klik untuk baca:,1850059196689154396,,,in,,0,0,0,https://x.com/murianews_com/status/1850059196689154396,1825825848903217152,murianews_com,2024-12-06 16:30:44.672336,zonasi un dan kurikulum merdeka dikaji disdik siap tunggu arahan klik untuk baca:,zonasi un kurikulum merdeka dikaji disdik tunggu arahan klik baca:,zonasi un kaji disdik tunggu arah klik baca :,zonasi un kurikulum merdeka kaji disdik tunggu arah klik baca,"{'label': 'neutral', 'score': 0.9991399049758911}",neutral,0.9991399049758911
1849798071561146479,Fri Oct 25 13:00:02 +0000 2024,0,abdul mu'ti menyebut pihaknya akan mengkaji dan mendengar banyak masukan dari masyarakat hingga pengamat terkait apakah nasib program-program itu. berikut jawaban selengkapnya...,1849798071561146479,https://pbs.twimg.com/ext_tw_video_thumb/1849705920630226946/pu/img/BWV_As24O5NVXPsD.jpg,,in,,0,0,0,https://x.com/detik_edu/status/1849798071561146479,1668188086067683331,detik_edu,2024-12-06 16:30:44.672336,abdul mu'ti menyebut pihaknya akan mengkaji dan mendengar banyak masukan dari masyarakat hingga pengamat terkait apakah nasib program-program itu. berikut jawaban selengkapnya...,abdul mu'ti menyebut mengkaji mendengar masukan masyarakat pengamat terkait nasib program-program selengkapnya...,abdul mu'ti kaji dengar masuk masyarakat pengamat kait nasib program selengkap nya . . .,abdul mu ti sebut kaji dengar masuk masyarakat amat kait nasib program lengkap,"{'label': 'neutral', 'score': 0.9959393739700317}",neutral,0.9959393739700317
1849774000727310803,Fri Oct 25 11:24:23 +0000 2024,0,kementerian pendidikan baru kurikulum baru? sampai kapan para murid benar - merdeka dari kelinci percobaan pendidikan?,1849774000727310803,,,in,,0,0,0,https://x.com/gunawanmarius/status/1849774000727310803,222399184,gunawanmarius,2024-12-06 16:30:44.672336,kementerian pendidikan baru kurikulum baru? sampai kapan para murid benar - merdeka dari kelinci percobaan pendidikan?,kementerian pendidikan kurikulum murid merdeka kelinci percobaan pendidikan?,menteri didik murid kelinci coba didik ?,menteri didik kurikulum murid merdeka kelinci coba didik,"{'label': 'negative', 'score': 0.9987163543701172}",negative,0.9987163543701172
1849693575371735316,Fri Oct 25 06:04:48 +0000 2024,8,siap-siap wajib belajar tahun mendikdasmen: pendidikan pra sekolah sangat penting,1849693575371735316,,,in,"Kota Tegal, Jawa Tengah",0,0,0,https://x.com/smpantura/status/1849693575371735316,1157664262875049984,smpantura,2024-12-06 16:30:44.672336,siap-siap wajib belajar tahun mendikdasmen: pendidikan pra sekolah sangat penting,siap-wajib belajar mendikdasmen: pendidikan pra sekolah penting,belajar mendikdasmen : didik pra sekolah,siap-wajib ajar mendikdasmen didik pra sekolah penting,"{'label': 'neutral', 'score': 0.9988840222358704}",neutral,0.9988840222358704
1849689551952076933,Fri Oct 25 05:48:49 +0000 2024,0,special friends hari ini kita belajar matematika!,1849689551952076933,https://pbs.twimg.com/ext_tw_video_thumb/1849689514652073986/pu/img/IkrIhuYPebefwLxD.jpg,,in,Jakarta Timur,0,0,0,https://x.com/specialearn/status/1849689551952076933,1835703503886671872,specialearn,2024-12-06 16:30:44.672336,special friends hari ini kita belajar matematika!,special friends belajar matematika!,special friends belajar matematika !,special friends ajar matematika,"{'label': 'negative', 'score': 0.980016827583313}",negative,0.980016827583313
1849636555151024157,Fri Oct 25 02:18:13 +0000 2024,0,olahraga bulu tangkis jum'at oktober,1849636555151024157,https://pbs.twimg.com/media/Gas6pKvaAAAOCJn.jpg,,in,,0,0,0,https://x.com/smkspepabriblk/status/1849636555151024157,1830575724430049280,smkspepabriblk,2024-12-06 16:30:44.672336,olahraga bulu tangkis jum'at oktober,olahraga bulu tangkis jum'oktober,olahraga bulu tangkis jum' oktober,olahraga bulu tangkis jum oktober,"{'label': 'neutral', 'score': 0.9978488683700562}",neutral,0.9978488683700562
1849329559428288559,Thu Oct 24 05:58:20 +0000 2024,0,special friends ayo jaga kebugaran dengan pendidikan jasmani!,1849329559428288559,https://pbs.twimg.com/ext_tw_video_thumb/1849329227138846720/pu/img/hVgj3Hekz2qQ3tTB.jpg,,in,Jakarta Timur,0,0,0,https://x.com/specialearn/status/1849329559428288559,1835703503886671872,specialearn,2024-12-06 16:30:44.672336,special friends ayo jaga kebugaran dengan pendidikan jasmani!,special friends jaga kebugaran pendidikan jasmani!,special friends jaga bugar didik jasmani !,special friends jaga bugar didik jasmani,"{'label': 'neutral', 'score': 0.9652629494667053}",neutral,0.9652629494667053
1849021072626360411,Wed Oct 23 09:32:31 +0000 2024,0,sholat dzuhur rabu oktober,1849021072626360411,https://pbs.twimg.com/media/GakK3bUawAAGLM0.jpg,,in,,0,0,0,https://x.com/smkspepabriblk/status/1849021072626360411,1830575724430049280,smkspepabriblk,2024-12-06 16:30:44.672336,sholat zuhurrabu oktober,sholat zuhurrabu oktober,sholat zuhurrabu oktober,sholat zuhurrabu oktober,"{'label': 'neutral', 'score': 0.723699688911438}",neutral,0.723699688911438
1849020596593778843,Wed Oct 23 09:30:38 +0000 2024,0,berdoa rabu oktober,1849020596593778843,https://pbs.twimg.com/media/GakKbtgaUAADSCv.jpg,,in,,0,0,0,https://x.com/smkspepabriblk/status/1849020596593778843,1830575724430049280,smkspepabriblk,2024-12-06 16:30:44.672336,berdoa rabu oktober,berdoa rabu oktober,doa rabu oktober,doa rabu oktober,"{'label': 'positive', 'score': 0.9965189695358276}",positive,0.9965189695358276
1849005622597197897,Wed Oct 23 08:31:07 +0000 2024,11,hari ini kita akan membahas langkah konkret apa saja yang dapat dilakukan sekolah dalam menerapkan kesadaran literasi finansial. untuk selengkapnya yuk simak ulasannya berikut ini!,1849005622597197897,https://pbs.twimg.com/media/Gaj8ztLa0AAqESk.jpg,,in,,0,0,2,https://x.com/educology_id/status/1849005622597197897,1112818225,educology_id,2024-12-06 16:30:44.672336,hari ini kita akan membahas langkah konkret apa saja yang dapat dilakukan sekolah dalam menerapkan kesadaran literasi finansial. untuk selengkapnya yuk simak ulasannya berikut ini!,hari membahas langkah konkret sekolah menerapkan kesadaran literasi finansial. selengkapnya simak ulasannya ,bahas langkah konkret sekolah terap sadar literasi finansial . selengkap nya simak ulas,hari bahas langkah konkret sekolah terap sadar literasi finansial lengkap simak ulas,"{'label': 'neutral', 'score': 0.9954089522361755}",neutral,0.9954089522361755
1848948167519477805,Wed Oct 23 04:42:49 +0000 2024,0,special friends saatnya mengenal bahasa madura dari jawa timur!,1848948167519477805,https://pbs.twimg.com/ext_tw_video_thumb/1848947833900306432/pu/img/Ro3PIMLiCFv8RWwl.jpg,,in,Jakarta Timur,0,0,0,https://x.com/specialearn/status/1848948167519477805,1835703503886671872,specialearn,2024-12-06 16:30:44.672336,special friends saatnya mengenal bahasa madura dari jawa timur!,special friends mengenal bahasa madura jawa timur!,special friends kenal bahasa madura jawa timur !,special friends kenal bahasa madura jawa timur,"{'label': 'neutral', 'score': 0.6897427439689636}",neutral,0.6897427439689636
1848945853916131359,Wed Oct 23 04:33:37 +0000 2024,0,kebijakan kurikulum merdeka hingga ujian nasional akan dikaji kembali,1848945853916131359,,,in,"Kota Depok, Jawa Barat",0,0,0,https://x.com/portalinfomase/status/1848945853916131359,1531670208217116673,portalinfomase,2024-12-06 16:30:44.672336,kebijakan kurikulum merdeka hingga ujian nasional akan dikaji kembali,kebijakan kurikulum merdeka ujian nasional dikaji kembali,bijak uji nasional kaji,bijak kurikulum merdeka uji nasional kaji kembali,"{'label': 'neutral', 'score': 0.998237133026123}",neutral,0.998237133026123
1848647993815404946,Tue Oct 22 08:50:07 +0000 2024,8,untuk panduan selengkapnya silakan kunjungi laman dan platform merdeka mengajar (pmm) ya!,1848648012534599899,https://pbs.twimg.com/media/Gae3j58bEAIg-Zm.jpg,educology_id,in,,0,0,1,https://x.com/educology_id/status/1848648012534599899,1112818225,educology_id,2024-12-06 16:30:44.672336,untuk panduan selengkapnya silakan kunjungi laman dan platform merdeka mengajar (pmm) ya!,untuk panduan selengkapnya silakan kunjungi laman platform merdeka mengajar (pmm) ,pandu selengkap nya silakan kunjungi laman platform ajar ( pmm ),untuk pandu lengkap sila kunjung laman platform merdeka ajar pmm,"{'label': 'neutral', 'score': 0.9987867474555969}",neutral,0.9987867474555969
1848647993815404946,Tue Oct 22 08:50:02 +0000 2024,12,setelah pendidikan perubahan iklim kini kemendikbudristek memasukkan literasi finansial dalam kurikulum merdeka,1848647993815404946,https://pbs.twimg.com/media/Gae3i8WbEAAzhVV.jpg,,in,,0,1,3,https://x.com/educology_id/status/1848647993815404946,1112818225,educology_id,2024-12-06 16:30:44.672336,setelah pendidikan perubahan iklim kini kemendikbudristek memasukkan literasi finansial dalam kurikulum merdeka,setelah pendidikan perubahan iklim kemendikbudristek memasukkan literasi finansial kurikulum merdeka,didik ubah iklim kemendikbudristek masuk literasi finansial,telah didik ubah iklim kemendikbudristek masuk literasi finansial kurikulum merdeka,"{'label': 'neutral', 'score': 0.9990683197975159}",neutral,0.9990683197975159
1848616009886011639,Tue Oct 22 06:42:57 +0000 2024,0,special friends mari pelajari bahasa jawa warisan budaya dari tengah!,1848616009886011639,https://pbs.twimg.com/ext_tw_video_thumb/1848615687369199618/pu/img/gtsErG67FwTD6R0p.jpg,,in,Jakarta Timur,0,0,0,https://x.com/specialearn/status/1848616009886011639,1835703503886671872,specialearn,2024-12-06 16:30:44.672336,special friends mari pelajari bahasa jawa warisan budaya dari tengah!,special friends mari pelajari bahasa jawa warisan budaya ,special friends mari pelajari bahasa jawa waris budaya,special friends mari ajar bahasa jawa waris budaya,"{'label': 'neutral', 'score': 0.9879516959190369}",neutral,0.9879516959190369
1848583834352377990,Tue Oct 22 04:35:05 +0000 2024,0,sholat dzuhur selasa oktober,1848583834352377990,https://pbs.twimg.com/media/Gad9MzsbEAI16FI.jpg,,in,,0,0,0,https://x.com/smkspepabriblk/status/1848583834352377990,1830575724430049280,smkspepabriblk,2024-12-06 16:30:44.672336,sholat zuhurselasa oktober,sholat zuhurselasa oktober,sholat zuhurselasa oktober,sholat zuhurselasa oktober,"{'label': 'neutral', 'score': 0.7124345898628235}",neutral,0.7124345898628235
1848583749849755660,Tue Oct 22 04:34:45 +0000 2024,0,berwudhu selasa oktober,1848583749849755660,https://pbs.twimg.com/media/Gad9H2vbEAAES4o.jpg,,in,,0,0,0,https://x.com/smkspepabriblk/status/1848583749849755660,1830575724430049280,smkspepabriblk,2024-12-06 16:30:44.672336,berwudhu selasa oktober,berwudhu selasa oktober,berwudhu selasa oktober,berwudhu selasa oktober,"{'label': 'positive', 'score': 0.4866330027580261}",positive,0.4866330027580261
1848262257366679627,Mon Oct 21 07:17:15 +0000 2024,0,koresponden: dalida adipadatu,1848262257366679627,https://pbs.twimg.com/media/GaZYukJasAA26Qr.jpg,,in,,0,0,1,https://x.com/Dldpdt_adi_/status/1848262257366679627,1632023485257236481,Dldpdt_adi_,2024-12-06 16:30:44.672336,koresponden: dalida adipadatu,koresponden: dalida adipadatu,koresponden : dalida adipadatu,koresponden dalida adipadatu,"{'label': 'neutral', 'score': 0.9987970590591431}",neutral,0.9987970590591431
